,frame,color,hex
1107,1298,"(34, 21, 34)",#221522
1181,1299,"(34, 21, 33)",#221521
892,1300,"(34, 21, 33)",#221521
809,1301,"(34, 20, 33)",#221421
656,1302,"(34, 20, 33)",#221421
753,1303,"(33, 20, 33)",#211421
959,1304,"(33, 20, 33)",#211421
1036,1305,"(33, 20, 33)",#211421
1186,1306,"(33, 20, 33)",#211421
1098,1307,"(33, 20, 33)",#211421
1395,1308,"(33, 20, 33)",#211421
1477,1309,"(33, 20, 33)",#211421
954,1310,"(33, 20, 33)",#211421
1037,1311,"(33, 21, 33)",#211521
1185,1312,"(33, 20, 33)",#211421
1104,1313,"(33, 20, 33)",#211421
897,1314,"(33, 20, 33)",#211421
808,1315,"(33, 20, 33)",#211421
657,1316,"(33, 20, 33)",#211421
747,1317,"(33, 21, 33)",#211521
1628,1318,"(33, 21, 33)",#211521
1536,1319,"(33, 21, 33)",#211521
1391,1320,"(33, 21, 33)",#211521
1478,1321,"(33, 21, 33)",#211521
1341,1322,"(33, 20, 33)",#211421
1242,1323,"(33, 20, 33)",#211421
1623,1324,"(33, 20, 33)",#211421
1542,1325,"(33, 20, 33)",#211421
1681,1326,"(33, 20, 33)",#211421
1771,1327,"(33, 20, 33)",#211421
891,1328,"(33, 21, 33)",#211521
813,1329,"(33, 21, 33)",#211521
1624,1330,"(33, 21, 33)",#211521
1537,1331,"(33, 20, 33)",#211421
1687,1332,"(33, 21, 33)",#211521
1770,1333,"(33, 20, 33)",#211421
1390,1334,"(33, 20, 33)",#211421
1483,1335,"(33, 20, 33)",#211421
1335,1336,"(33, 20, 33)",#211421
1243,1337,"(33, 20, 33)",#211421
953,1338,"(33, 20, 33)",#211421
1041,1339,"(33, 20, 33)",#211421
1824,1340,"(33, 20, 33)",#211421
1923,1341,"(33, 20, 33)",#211421
2070,1342,"(33, 20, 33)",#211421
1977,1343,"(33, 20, 33)",#211421
2364,1344,"(33, 20, 33)",#211421
2275,1345,"(4, 4, 4)",#040404
2128,1346,"(4, 4, 4)",#040404
2210,1347,"(4, 4, 4)",#040404
123,1348,"(4, 4, 4)",#040404
31,1349,"(4, 4, 4)",#040404
2359,1350,"(4, 4, 4)",#040404
2276,1351,"(4, 4, 4)",#040404
2127,1352,"(4, 4, 4)",#040404
2216,1353,"(4, 4, 4)",#040404
1829,1354,"(4, 4, 4)",#040404
1922,1355,"(4, 4, 4)",#040404
2071,1356,"(4, 4, 4)",#040404
1971,1357,"(4, 4, 4)",#040404
498,1358,"(4, 4, 4)",#040404
604,1359,"(4, 4, 4)",#040404
128,1360,"(4, 4, 4)",#040404
23,1361,"(4, 4, 4)",#040404
183,1362,"(5, 5, 6)",#050506
287,1363,"(10, 10, 11)",#0a0a0b
502,1364,"(13, 12, 13)",#0d0c0d
601,1365,"(17, 16, 18)",#111012
440,1366,"(20, 19, 21)",#141315
344,1367,"(23, 22, 24)",#171618
1834,1368,"(27, 25, 28)",#1b191c
1917,1369,"(29, 28, 30)",#1d1c1e
503,1370,"(34, 32, 35)",#222023
596,1371,"(38, 35, 38)",#262326
447,1372,"(41, 38, 41)",#292629
343,1373,"(45, 41, 44)",#2d292c
127,1374,"(49, 44, 48)",#312c30
28,1375,"(52, 49, 53)",#343135
176,1376,"(56, 52, 57)",#383439
288,1377,"(59, 54, 58)",#3b363a
2369,1378,"(63, 58, 62)",#3f3a3e
2270,1379,"(66, 60, 64)",#423c40
1968,1380,"(70, 63, 68)",#463f44
2077,1381,"(73, 67, 71)",#494347
1930,1382,"(76, 69, 74)",#4c454a
1818,1383,"(80, 73, 78)",#50494e
2223,1384,"(84, 77, 81)",#544d51
2118,1385,"(87, 80, 85)",#575055
2265,1386,"(91, 83, 88)",#5b5358
2372,1387,"(94, 86, 91)",#5e565b
293,1388,"(98, 89, 95)",#62595f
173,1389,"(101, 92, 97)",#655c61
2224,1390,"(106, 97, 102)",#6a6166
2117,1391,"(106, 97, 102)",#6a6166
2266,1392,"(106, 97, 102)",#6a6166
2370,1393,"(106, 97, 102)",#6a6166
1967,1394,"(106, 97, 102)",#6a6166
2078,1395,"(106, 97, 102)",#6a6166
1929,1396,"(106, 97, 102)",#6a6166
1820,1397,"(106, 97, 102)",#6a6166
332,1398,"(106, 97, 102)",#6a6166
454,1399,"(105, 96, 101)",#696065
442,1400,"(105, 96, 101)",#696065
346,1401,"(106, 97, 102)",#6a6166
500,1402,"(106, 97, 102)",#6a6166
600,1403,"(106, 97, 102)",#6a6166
180,1404,"(106, 97, 102)",#6a6166
286,1405,"(106, 97, 102)",#6a6166
130,1406,"(106, 97, 102)",#6a6166
24,1407,"(106, 97, 102)",#6a6166
2119,1408,"(105, 96, 101)",#696065
2222,1409,"(105, 96, 101)",#696065
178,1410,"(105, 97, 102)",#696166
290,1411,"(105, 96, 101)",#696065
125,1412,"(105, 97, 102)",#696166
27,1413,"(105, 97, 102)",#696166
445,1414,"(105, 97, 102)",#696166
341,1415,"(105, 97, 102)",#696166
505,1416,"(148, 137, 138)",#94898a
597,1417,"(147, 137, 137)",#938989
2063,1418,"(146, 136, 137)",#928889
1982,1419,"(146, 136, 136)",#928888
2130,1420,"(145, 135, 136)",#918788
2212,1421,"(145, 135, 136)",#918788
2362,1422,"(145, 135, 135)",#918787
2274,1423,"(145, 135, 135)",#918787
2068,1424,"(145, 135, 136)",#918788
1976,1425,"(145, 135, 135)",#918787
1826,1426,"(144, 135, 135)",#908787
1924,1427,"(138, 129, 129)",#8a8181
450,1428,"(129, 121, 121)",#817979
337,1429,"(120, 113, 112)",#787170
2073,1430,"(111, 104, 104)",#6f6868
1973,1431,"(103, 97, 96)",#676160
1827,1432,"(94, 88, 87)",#5e5857
1921,1433,"(86, 80, 79)",#56504f
2125,1434,"(76, 71, 70)",#4c4746
2215,1435,"(68, 63, 64)",#443f40
2361,1436,"(59, 55, 55)",#3b3737
2277,1437,"(45, 43, 43)",#2d2b2b
186,1438,"(35, 33, 33)",#232121
281,1439,"(26, 24, 24)",#1a1818
1683,1440,"(17, 16, 17)",#111011
1773,1441,"(10, 10, 10)",#0a0a0a
1622,1442,"(4, 4, 4)",#040404
1540,1443,"(162, 153, 135)",#a29987
1340,1444,"(15, 20, 36)",#0f1424
1240,1445,"(16, 21, 37)",#101525
1392,1446,"(16, 22, 38)",#101626
1480,1447,"(18, 23, 39)",#121727
1191,1448,"(15, 21, 38)",#0f1526
1096,1449,"(14, 19, 36)",#0e1324
1337,1450,"(15, 21, 37)",#0f1525
1245,1451,"(27, 34, 50)",#1b2232
1389,1452,"(43, 50, 64)",#2b3240
1481,1453,"(57, 64, 77)",#39404d
1686,1454,"(100, 106, 119)",#646a77
1768,1455,"(100, 105, 118)",#646976
1625,1456,"(116, 121, 133)",#747985
1539,1457,"(11, 12, 28)",#0b0c1c
662,1458,"(11, 12, 28)",#0b0c1c
745,1459,"(11, 12, 27)",#0b0c1b
1188,1460,"(9, 10, 26)",#090a1a
1100,1461,"(9, 9, 25)",#090919
958,1462,"(9, 9, 25)",#090919
1034,1463,"(9, 9, 25)",#090919
655,1464,"(9, 8, 24)",#090818
751,1465,"(9, 8, 24)",#090818
893,1466,"(9, 8, 24)",#090818
811,1467,"(8, 8, 23)",#080817
1680,1468,"(165, 156, 135)",#a59c87
1775,1469,"(165, 156, 135)",#a59c87
659,1470,"(165, 156, 135)",#a59c87
749,1471,"(9, 9, 23)",#090917
896,1472,"(10, 9, 23)",#0a0917
806,1473,"(9, 8, 22)",#090816
1184,1474,"(10, 9, 23)",#0a0917
1102,1475,"(40, 31, 29)",#281f1d
955,1476,"(41, 31, 29)",#291f1d
1039,1477,"(40, 31, 29)",#281f1d
1334,1478,"(40, 31, 29)",#281f1d
1247,1479,"(41, 31, 29)",#291f1d
1532,1480,"(41, 31, 29)",#291f1d
1631,1481,"(42, 31, 29)",#2a1f1d
1780,1482,"(42, 31, 29)",#2a1f1d
1675,1483,"(42, 31, 29)",#2a1f1d
1486,1484,"(42, 32, 29)",#2a201d
1385,1485,"(43, 32, 29)",#2b201d
1236,1486,"(43, 32, 30)",#2b201e
1345,1487,"(43, 32, 30)",#2b201e
1046,1488,"(43, 32, 29)",#2b201d
947,1489,"(43, 32, 29)",#2b201d
1488,1490,"(43, 32, 29)",#2b201d
1383,1491,"(43, 32, 29)",#2b201d
1237,1492,"(43, 32, 30)",#2b201e
1344,1493,"(35, 15, 19)",#230f13
1531,1494,"(35, 15, 19)",#230f13
1632,1495,"(36, 15, 19)",#240f13
1779,1496,"(36, 15, 19)",#240f13
1676,1497,"(36, 15, 19)",#240f13
804,1498,"(36, 15, 19)",#240f13
899,1499,"(36, 15, 19)",#240f13
1161,1500,"(36, 15, 19)",#240f13
1124,1501,"(37, 15, 19)",#250f13
974,1502,"(37, 15, 19)",#250f13
1021,1503,"(37, 15, 20)",#250f14
680,1504,"(38, 15, 20)",#260f14
729,1505,"(38, 15, 20)",#260f14
880,1506,"(38, 15, 20)",#260f14
821,1507,"(38, 15, 20)",#260f14
1693,1508,"(37, 15, 20)",#250f14
1762,1509,"(37, 15, 20)",#250f14
670,1510,"(37, 15, 20)",#250f14
735,1511,"(37, 15, 20)",#250f14
879,1512,"(37, 15, 20)",#250f14
826,1513,"(37, 15, 20)",#250f14
1169,1514,"(27, 19, 31)",#1b131f
1120,1515,"(28, 20, 32)",#1c1420
975,1516,"(29, 20, 32)",#1d1420
1016,1517,"(29, 20, 32)",#1d1420
1309,1518,"(27, 19, 32)",#1b1320
1272,1519,"(26, 19, 31)",#1a131f
1704,1520,"(26, 18, 31)",#1a121f
1749,1521,"(25, 18, 31)",#19121f
1606,1522,"(26, 18, 31)",#1a121f
1559,1523,"(26, 18, 31)",#1a121f
1320,1524,"(26, 18, 31)",#1a121f
1263,1525,"(26, 18, 31)",#1a121f
1403,1526,"(26, 18, 31)",#1a121f
1466,1527,"(26, 19, 31)",#1a131f
1175,1528,"(26, 19, 31)",#1a131f
1112,1529,"(39, 27, 26)",#271b1a
1322,1530,"(39, 27, 26)",#271b1a
1257,1531,"(38, 26, 26)",#261a1a
1410,1532,"(37, 26, 26)",#251a1a
1463,1533,"(37, 27, 27)",#251b1b
1703,1534,"(40, 29, 29)",#281d1d
1754,1535,"(41, 30, 31)",#291e1f
1599,1536,"(45, 35, 35)",#2d2323
1562,1537,"(46, 37, 37)",#2e2525
685,1538,"(47, 38, 38)",#2f2626
722,1539,"(46, 37, 38)",#2e2526
2145,1540,"(46, 37, 38)",#2e2526
2194,1541,"(46, 37, 38)",#2e2526
2340,1542,"(45, 36, 38)",#2d2426
2299,1543,"(44, 36, 38)",#2c2426
2055,1544,"(191, 193, 192)",#bfc1c0
1992,1545,"(189, 192, 190)",#bdc0be
1847,1546,"(187, 190, 188)",#bbbebc
1900,1547,"(184, 187, 185)",#b8bbb9
427,1548,"(40, 32, 34)",#282022
360,1549,"(46, 36, 36)",#2e2424
2050,1550,"(45, 36, 35)",#2d2423
1993,1551,"(45, 35, 34)",#2d2322
1844,1552,"(37, 26, 27)",#251a1b
1907,1553,"(37, 25, 27)",#25191b
2151,1554,"(36, 25, 27)",#24191b
2192,1555,"(36, 25, 27)",#24191b
2343,1556,"(36, 25, 27)",#24191b
2292,1557,"(39, 28, 29)",#271c1d
208,1558,"(36, 25, 27)",#24191b
259,1559,"(39, 28, 30)",#271c1e
423,1560,"(39, 28, 30)",#271c1e
362,1561,"(40, 28, 30)",#281c1e
528,1562,"(40, 29, 30)",#281d1e
575,1563,"(40, 29, 30)",#281d1e
198,1564,"(35, 25, 28)",#23191c
271,1565,"(39, 29, 30)",#271d1e
105,1566,"(39, 29, 30)",#271d1e
46,1567,"(35, 25, 27)",#23191b
2142,1568,"(35, 25, 27)",#23191b
2199,1569,"(39, 29, 30)",#271d1e
202,1570,"(34, 25, 28)",#22191c
263,1571,"(39, 29, 31)",#271d1f
110,1572,"(41, 31, 32)",#291f20
45,1573,"(41, 31, 32)",#291f20
418,1574,"(41, 31, 33)",#291f21
371,1575,"(32, 23, 27)",#20171b
523,1576,"(41, 31, 33)",#291f21
576,1577,"(32, 24, 27)",#20181b
2045,1578,"(41, 32, 34)",#292022
2000,1579,"(42, 33, 35)",#2a2123
2284,1580,"(42, 33, 35)",#2a2123
2353,1581,"(43, 34, 36)",#2b2224
2206,1582,"(43, 35, 37)",#2b2325
2135,1583,"(113, 112, 108)",#71706c
1911,1584,"(113, 112, 108)",#71706c
1838,1585,"(113, 112, 108)",#71706c
1984,1586,"(113, 112, 108)",#71706c
2061,1587,"(113, 112, 108)",#71706c
594,1588,"(113, 112, 108)",#71706c
507,1589,"(113, 112, 108)",#71706c
1912,1590,"(113, 112, 108)",#71706c
1837,1591,"(113, 111, 108)",#716f6c
1985,1592,"(113, 111, 108)",#716f6c
2060,1593,"(113, 112, 108)",#71706c
2281,1594,"(113, 111, 107)",#716f6b
2356,1595,"(113, 111, 108)",#716f6c
2205,1596,"(113, 111, 108)",#716f6c
2136,1597,"(113, 111, 107)",#716f6b
38,1598,"(113, 111, 107)",#716f6b
115,1599,"(112, 111, 107)",#706f6b
485,1600,"(112, 111, 107)",#706f6b
618,1601,"(113, 111, 107)",#716f6b
458,1602,"(113, 111, 107)",#716f6b
327,1603,"(113, 111, 107)",#716f6b
146,1604,"(113, 111, 107)",#716f6b
5,1605,"(113, 111, 107)",#716f6b
165,1606,"(113, 111, 107)",#716f6b
304,1607,"(112, 110, 107)",#706e6b
2385,1608,"(112, 110, 107)",#706e6b
2252,1609,"(112, 110, 107)",#706e6b
142,1610,"(112, 110, 106)",#706e6a
13,1611,"(112, 110, 106)",#706e6a
160,1612,"(112, 110, 106)",#706e6a
305,1613,"(112, 109, 106)",#706d6a
489,1614,"(134, 125, 116)",#867d74
610,1615,"(134, 125, 116)",#867d74
463,1616,"(134, 125, 115)",#867d73
326,1617,"(133, 125, 115)",#857d73
1814,1618,"(133, 125, 115)",#857d73
1935,1619,"(133, 125, 115)",#857d73
2382,1620,"(133, 125, 115)",#857d73
2257,1621,"(133, 125, 115)",#857d73
2112,1622,"(134, 125, 115)",#867d73
2227,1623,"(133, 125, 115)",#857d73
1806,1624,"(134, 125, 115)",#867d73
1941,1625,"(136, 127, 118)",#887f76
2085,1626,"(136, 127, 118)",#887f76
1962,1627,"(136, 127, 119)",#887f77
481,1628,"(136, 127, 118)",#887f76
620,1629,"(134, 125, 116)",#867d74
1811,1630,"(134, 125, 116)",#867d74
1940,1631,"(71, 57, 53)",#473935
2088,1632,"(71, 56, 52)",#473834
1955,1633,"(72, 57, 53)",#483935
2377,1634,"(72, 57, 53)",#483935
2258,1635,"(73, 57, 53)",#493935
2109,1636,"(73, 57, 53)",#493935
2234,1637,"(74, 57, 53)",#4a3935
138,1638,"(96, 75, 70)",#604b46
15,1639,"(77, 59, 54)",#4d3b36
1640,1640,"(78, 59, 55)",#4e3b37
1525,1641,"(78, 59, 55)",#4e3b37
1665,1642,"(78, 59, 55)",#4e3b37
1788,1643,"(74, 57, 53)",#4a3935
1374,1644,"(74, 58, 54)",#4a3a36
1495,1645,"(74, 58, 54)",#4a3a36
1357,1646,"(75, 58, 54)",#4b3a36
1226,1647,"(88, 71, 66)",#584742
932,1648,"(88, 71, 66)",#584742
1061,1649,"(88, 72, 67)",#584843
1373,1650,"(89, 72, 67)",#594843
1500,1651,"(89, 72, 67)",#594843
1350,1652,"(89, 72, 67)",#594843
1229,1653,"(89, 72, 67)",#594843
1642,1654,"(89, 72, 67)",#594843
1519,1655,"(89, 72, 67)",#594843
1672,1656,"(89, 72, 67)",#594843
1785,1657,"(89, 72, 67)",#594843
905,1658,"(89, 72, 67)",#594843
798,1659,"(89, 72, 67)",#594843
944,1660,"(45, 50, 58)",#2d323a
1051,1661,"(47, 54, 62)",#2f363e
1202,1662,"(47, 53, 61)",#2f353d
1083,1663,"(42, 47, 56)",#2a2f38
910,1664,"(45, 51, 60)",#2d333c
791,1665,"(45, 51, 59)",#2d333b
639,1666,"(41, 45, 54)",#292d36
770,1667,"(45, 51, 59)",#2d333b
1649,1668,"(45, 52, 60)",#2d343c
1514,1669,"(46, 52, 60)",#2e343c
918,1670,"(47, 53, 61)",#2f353d
787,1671,"(51, 58, 67)",#333a43
640,1672,"(52, 59, 68)",#343b44
765,1673,"(53, 60, 68)",#353c44
936,1674,"(77, 90, 100)",#4d5a64
1055,1675,"(78, 91, 100)",#4e5b64
1201,1676,"(34, 27, 26)",#221b1a
1088,1677,"(34, 27, 26)",#221b1a
1381,1678,"(34, 27, 26)",#221b1a
1490,1679,"(34, 27, 26)",#221b1a
1797,1680,"(34, 27, 26)",#221b1a
1658,1681,"(34, 27, 26)",#221b1a
1513,1682,"(34, 27, 26)",#221b1a
1650,1683,"(39, 31, 29)",#271f1d
1219,1684,"(34, 27, 26)",#221b1a
1362,1685,"(34, 27, 26)",#221b1a
1507,1686,"(34, 27, 26)",#221b1a
1364,1687,"(34, 27, 26)",#221b1a
1070,1688,"(87, 81, 70)",#575146
1217,1689,"(87, 81, 70)",#575146
1220,1690,"(88, 82, 70)",#585246
1361,1691,"(91, 84, 73)",#5b5449
1508,1692,"(91, 84, 73)",#5b5449
1363,1693,"(91, 84, 73)",#5b5449
1795,1694,"(91, 84, 73)",#5b5449
1660,1695,"(91, 84, 73)",#5b5449
1512,1696,"(91, 84, 73)",#5b5449
1651,1697,"(92, 84, 73)",#5c5449
775,1698,"(97, 88, 77)",#61584d
632,1699,"(88, 82, 71)",#585247
989,1700,"(142, 119, 104)",#8e7768
1002,1701,"(142, 119, 104)",#8e7768
1146,1702,"(142, 119, 104)",#8e7768
1143,1703,"(129, 107, 96)",#816b60
863,1704,"(129, 107, 96)",#816b60
842,1705,"(129, 107, 96)",#816b60
697,1706,"(129, 107, 96)",#816b60
708,1707,"(129, 107, 96)",#816b60
1591,1708,"(142, 119, 104)",#8e7768
1572,1709,"(129, 107, 96)",#816b60
857,1710,"(143, 119, 104)",#8f7768
844,1711,"(129, 107, 96)",#816b60
694,1712,"(136, 114, 103)",#887267
715,1713,"(136, 115, 103)",#887367
995,1714,"(136, 115, 103)",#887367
1000,1715,"(136, 114, 103)",#887267
1149,1716,"(40, 43, 49)",#282b31
1136,1717,"(40, 43, 49)",#282b31
1432,1718,"(40, 43, 49)",#282b31
1439,1719,"(41, 43, 49)",#292b31
1587,1720,"(41, 43, 49)",#292b31
1574,1721,"(41, 43, 50)",#292b32
1726,1722,"(41, 43, 50)",#292b32
1731,1723,"(41, 43, 50)",#292b32
1425,1724,"(41, 43, 50)",#292b32
1448,1725,"(41, 43, 50)",#292b32
1296,1726,"(41, 44, 50)",#292c32
1283,1727,"(41, 44, 50)",#292c32
986,1728,"(41, 44, 50)",#292c32
1007,1729,"(41, 44, 51)",#292c33
1428,1730,"(41, 44, 51)",#292c33
1441,1731,"(41, 44, 51)",#292c33
1301,1732,"(41, 44, 51)",#292c33
1282,1733,"(41, 44, 51)",#292c33
1584,1734,"(68, 53, 52)",#443534
1581,1735,"(68, 53, 52)",#443534
1721,1736,"(68, 53, 52)",#443534
1732,1737,"(69, 53, 53)",#453535
854,1738,"(69, 53, 53)",#453535
849,1739,"(69, 53, 53)",#453535
2321,1740,"(69, 53, 53)",#453535
2314,1741,"(69, 53, 53)",#453535
2166,1742,"(69, 53, 53)",#453535
2177,1743,"(69, 53, 53)",#453535
1870,1744,"(69, 53, 53)",#453535
1881,1745,"(69, 53, 53)",#453535
2031,1746,"(69, 53, 53)",#453535
2012,1747,"(69, 53, 53)",#453535
537,1748,"(69, 53, 53)",#453535
564,1749,"(69, 54, 53)",#453635
1862,1750,"(70, 54, 54)",#463636
1885,1751,"(70, 54, 54)",#463636
2030,1752,"(70, 54, 54)",#463636
2017,1753,"(70, 54, 54)",#463636
2328,1754,"(39, 41, 53)",#272935
2311,1755,"(39, 41, 53)",#272935
2167,1756,"(39, 41, 53)",#272935
2172,1757,"(39, 41, 53)",#272935
79,1758,"(43, 44, 54)",#2b2c36
74,1759,"(43, 44, 54)",#2b2c36
547,1760,"(41, 42, 52)",#292a34
552,1761,"(43, 43, 54)",#2b2b36
401,1762,"(43, 43, 54)",#2b2b36
388,1763,"(43, 44, 54)",#2b2c36
86,1764,"(43, 44, 54)",#2b2c36
69,1765,"(43, 44, 54)",#2b2c36
220,1766,"(68, 46, 47)",#442e2f
245,1767,"(70, 48, 49)",#463031
2332,1768,"(70, 48, 49)",#463031
2305,1769,"(71, 48, 49)",#473031
88,1770,"(71, 48, 49)",#473031
63,1771,"(71, 48, 49)",#473031
227,1772,"(71, 48, 49)",#473031
242,1773,"(71, 48, 49)",#473031
545,1774,"(71, 48, 49)",#473031
558,1775,"(72, 48, 49)",#483031
394,1776,"(72, 48, 50)",#483032
391,1777,"(72, 48, 50)",#483032
1874,1778,"(72, 48, 50)",#483032
1875,1779,"(72, 48, 50)",#483032
2184,1780,"(72, 48, 50)",#483032
2157,1781,"(72, 48, 50)",#483032
2304,1782,"(72, 48, 50)",#483032
2333,1783,"(72, 48, 50)",#483032
2005,1784,"(51, 53, 46)",#33352e
2040,1785,"(50, 52, 44)",#32342c
1892,1786,"(50, 52, 44)",#32342c
1857,1787,"(48, 51, 42)",#30332a
375,1788,"(48, 51, 41)",#303329
412,1789,"(50, 53, 47)",#32352f
2007,1790,"(51, 53, 44)",#33352c
2038,1791,"(56, 57, 53)",#383935
1893,1792,"(55, 56, 48)",#373830
1856,1793,"(52, 53, 44)",#34352c
2183,1794,"(51, 54, 47)",#33362f
2158,1795,"(51, 54, 47)",#33362f
2303,1796,"(52, 54, 44)",#34362c
2334,1797,"(50, 53, 46)",#32352e
250,1798,"(50, 53, 46)",#32352e
217,1799,"(52, 54, 48)",#343630
1954,1800,"(49, 52, 42)",#31342a
2091,1801,"(56, 57, 52)",#383934
1946,1802,"(51, 54, 45)",#33362d
1803,1803,"(144, 112, 100)",#907064
2242,1804,"(143, 111, 99)",#8f6f63
2099,1805,"(138, 104, 91)",#8a685b
2245,1806,"(137, 103, 91)",#89675b
2392,1807,"(138, 104, 93)",#8a685d
312,1808,"(138, 105, 94)",#8a695e
155,1809,"(139, 107, 95)",#8b6b5f
2244,1810,"(139, 107, 96)",#8b6b60
2097,1811,"(22, 19, 23)",#161317
2246,1812,"(22, 19, 23)",#161317
2391,1813,"(139, 108, 96)",#8b6c60
1953,1814,"(23, 20, 24)",#171418
2092,1815,"(143, 114, 102)",#8f7266
1945,1816,"(23, 20, 24)",#171418
1804,1817,"(23, 20, 24)",#171418
318,1818,"(32, 25, 27)",#20191b
469,1819,"(35, 55, 44)",#23372c
309,1820,"(36, 55, 44)",#24372c
158,1821,"(31, 48, 38)",#1f3026
2,1822,"(30, 47, 37)",#1e2f25
151,1823,"(30, 47, 37)",#1e2f25
315,1824,"(30, 47, 38)",#1e2f26
472,1825,"(38, 60, 47)",#263c2f
627,1826,"(39, 60, 48)",#273c30
475,1827,"(38, 60, 47)",#263c2f
1949,1828,"(36, 56, 44)",#24382c
2095,1829,"(36, 56, 44)",#24382c
314,1830,"(38, 60, 47)",#263c2f
473,1831,"(38, 60, 48)",#263c30
625,1832,"(38, 60, 48)",#263c30
476,1833,"(38, 60, 48)",#263c30
310,1834,"(38, 60, 48)",#263c30
157,1835,"(38, 60, 48)",#263c30
4,1836,"(38, 60, 48)",#263c30
150,1837,"(38, 60, 48)",#263c30
2239,1838,"(67, 64, 66)",#434042
2101,1839,"(67, 64, 67)",#434043
774,1840,"(68, 64, 67)",#444043
633,1841,"(68, 64, 67)",#444043
784,1842,"(68, 64, 67)",#444043
919,1843,"(68, 65, 67)",#444143
1069,1844,"(68, 65, 67)",#444143
1218,1845,"(68, 65, 67)",#444143
1066,1846,"(68, 65, 67)",#444143
927,1847,"(68, 65, 67)",#444143
1221,1848,"(68, 65, 67)",#444143
1360,1849,"(68, 65, 67)",#444143
1071,1850,"(68, 65, 68)",#444144
1216,1851,"(68, 65, 68)",#444144
1068,1852,"(69, 65, 68)",#454144
925,1853,"(69, 65, 68)",#454144
773,1854,"(48, 33, 30)",#30211e
634,1855,"(48, 33, 30)",#30211e
782,1856,"(48, 33, 30)",#30211e
922,1857,"(48, 33, 30)",#30211e
1796,1858,"(48, 33, 30)",#30211e
1659,1859,"(48, 33, 30)",#30211e
1222,1860,"(48, 33, 30)",#30211e
1359,1861,"(48, 33, 30)",#30211e
1504,1862,"(48, 33, 30)",#30211e
1366,1863,"(49, 33, 30)",#31211e
1800,1864,"(49, 33, 30)",#31211e
1655,1865,"(49, 33, 30)",#31211e
1511,1866,"(49, 33, 30)",#31211e
1652,1867,"(49, 33, 30)",#31211e
777,1868,"(49, 33, 31)",#31211f
629,1869,"(58, 59, 58)",#3a3b3a
1799,1870,"(59, 58, 58)",#3b3a3a
1656,1871,"(58, 59, 58)",#3a3b3a
1509,1872,"(58, 59, 58)",#3a3b3a
1653,1873,"(59, 59, 58)",#3b3b3a
1223,1874,"(59, 59, 59)",#3b3b3b
1358,1875,"(59, 59, 59)",#3b3b3b
1506,1876,"(59, 59, 59)",#3b3b3b
1365,1877,"(59, 59, 59)",#3b3b3b
1073,1878,"(59, 59, 59)",#3b3b3b
1213,1879,"(60, 59, 59)",#3c3b3b
906,1880,"(60, 58, 59)",#3c3a3b
797,1881,"(60, 59, 59)",#3c3b3b
645,1882,"(60, 58, 59)",#3c3a3b
763,1883,"(60, 59, 59)",#3c3b3b
933,1884,"(60, 58, 59)",#3c3a3b
1060,1885,"(61, 58, 59)",#3d3a3b
1210,1886,"(61, 58, 59)",#3d3a3b
1076,1887,"(42, 14, 28)",#2a0e1c
1371,1888,"(43, 14, 28)",#2b0e1c
1502,1889,"(43, 14, 28)",#2b0e1c
931,1890,"(43, 14, 28)",#2b0e1c
1062,1891,"(44, 14, 28)",#2c0e1c
1207,1892,"(22, 13, 24)",#160d18
1081,1893,"(43, 14, 28)",#2b0e1c
908,1894,"(43, 13, 28)",#2b0d1c
795,1895,"(43, 13, 28)",#2b0d1c
648,1896,"(43, 13, 28)",#2b0d1c
758,1897,"(43, 13, 28)",#2b0d1c
1641,1898,"(43, 13, 28)",#2b0d1c
1524,1899,"(22, 13, 24)",#160d18
1278,1900,"(22, 13, 24)",#160d18
1303,1901,"(22, 13, 24)",#160d18
1450,1902,"(22, 13, 24)",#160d18
1421,1903,"(22, 13, 24)",#160d18
1744,1904,"(22, 13, 24)",#160d18
1711,1905,"(22, 13, 24)",#160d18
1565,1906,"(23, 13, 24)",#170d18
1598,1907,"(23, 13, 24)",#170d18
720,1908,"(23, 13, 25)",#170d19
687,1909,"(22, 13, 25)",#160d19
1745,1910,"(23, 13, 25)",#170d19
1710,1911,"(23, 13, 25)",#170d19
1566,1912,"(23, 13, 25)",#170d19
1597,1913,"(23, 14, 25)",#170e19
1276,1914,"(23, 14, 25)",#170e19
1305,1915,"(26, 14, 26)",#1a0e1a
1449,1916,"(23, 14, 25)",#170e19
1422,1917,"(52, 35, 32)",#342320
1130,1918,"(52, 35, 31)",#34231f
1157,1919,"(52, 35, 31)",#34231f
716,1920,"(52, 35, 31)",#34231f
691,1921,"(52, 35, 31)",#34231f
836,1922,"(52, 35, 31)",#34231f
867,1923,"(52, 35, 31)",#34231f
1128,1924,"(52, 35, 32)",#342320
1159,1925,"(52, 35, 32)",#342320
1013,1926,"(51, 35, 32)",#332320
979,1927,"(51, 35, 31)",#33231f
1274,1928,"(51, 34, 31)",#33221f
1308,1929,"(53, 36, 32)",#352420
1127,1930,"(54, 37, 34)",#362522
1160,1931,"(54, 36, 33)",#362421
1012,1932,"(53, 36, 33)",#352421
981,1933,"(56, 35, 29)",#38231d
717,1934,"(56, 35, 29)",#38231d
690,1935,"(56, 35, 29)",#38231d
837,1936,"(56, 35, 29)",#38231d
865,1937,"(56, 35, 29)",#38231d
